state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration,sample_duration_code,sample_duration_type,pollutant_standard,year,quarter,units_of_measure,event_type,observation_count,observation_percent,arithmetic_mean,minimum_value,maximum_value,quarterly_criteria_met,valid_samples,valid_day_count,scheduled_samples,percent_days,percent_one_value,monitoring_agency_code,monitoring_agency,local_site_name,address,state,county,city,cbsa_code,cbsa,date_of_last_change,status,request_time,url,rows,date
06,065,8001,14129,2,33.9996,-117.416,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,3,Micrograms/cubic meter (LC),No Events,15,100.0,0.0043,0.003,0.006,Y,15.0,15.0,15.0,16.3,16.0,0972,South Coast Air Quality Management District,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,40140,"Riverside-San Bernardino-Ontario, CA",2022-01-12,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-09-30
06,065,8001,14129,2,33.9996,-117.416,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,4,Micrograms/cubic meter (LC),No Events,16,100.0,0.0057,0.001,0.011,Y,16.0,16.0,16.0,17.4,17.0,0972,South Coast Air Quality Management District,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,40140,"Riverside-San Bernardino-Ontario, CA",2022-03-31,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-12-31
06,071,9004,14129,2,34.1067,-117.2741,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,3,Micrograms/cubic meter (LC),No Events,15,100.0,0.0059,0.004,0.014,Y,15.0,15.0,15.0,16.3,16.0,0972,South Coast Air Quality Management District,San Bernardino,"24302 4TH ST., SAN BERNARDINO, CA.",California,San Bernardino,San Bernardino,40140,"Riverside-San Bernardino-Ontario, CA",2022-01-12,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-09-30
06,071,9004,14129,2,34.1067,-117.2741,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,4,Micrograms/cubic meter (LC),No Events,16,100.0,0.0076,0.001,0.027,Y,16.0,16.0,16.0,17.4,17.0,0972,South Coast Air Quality Management District,San Bernardino,"24302 4TH ST., SAN BERNARDINO, CA.",California,San Bernardino,San Bernardino,40140,"Riverside-San Bernardino-Ontario, CA",2022-03-31,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-12-31
06,037,1403,14129,1,33.955,-118.0558,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,3,Micrograms/cubic meter (LC),No Events,15,100.0,0.0121,0.005,0.038,Y,15.0,15.0,15.0,16.3,16.0,0972,South Coast Air Quality Management District,Uddelholm (Trojan Battery),"9440 Ann Street, Santa Fe Springs, CA 90670",California,Los Angeles,Santa Fe Springs,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-12-17,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-09-30
06,037,1403,14129,1,33.955,-118.0558,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,4,Micrograms/cubic meter (LC),No Events,16,100.0,0.0101,0.001,0.021,Y,16.0,16.0,16.0,17.4,17.0,0972,South Coast Air Quality Management District,Uddelholm (Trojan Battery),"9440 Ann Street, Santa Fe Springs, CA 90670",California,Los Angeles,Santa Fe Springs,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-03-31,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-12-31
06,037,1405,14129,1,34.0064,-118.1931,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,1,Micrograms/cubic meter (LC),No Events,45,100.0,0.0176,0.004,0.068,Y,45.0,45.0,45.0,50.0,50.0,0972,South Coast Air Quality Management District,Rehrig (Exide),"4010 E. 26th Street, Vernon, CA 90058",California,Los Angeles,Vernon,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-13,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-03-31
06,037,1405,14129,1,34.0064,-118.1931,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,2,Micrograms/cubic meter (LC),No Events,46,100.0,0.0586,0.01,0.447,Y,46.0,46.0,46.0,50.5,51.0,0972,South Coast Air Quality Management District,Rehrig (Exide),"4010 E. 26th Street, Vernon, CA 90058",California,Los Angeles,Vernon,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-13,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-06-30
06,037,1405,14129,2,34.0064,-118.1931,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,1,Micrograms/cubic meter (LC),No Events,44,98.0,0.0181,0.004,0.071,Y,44.0,44.0,45.0,48.9,49.0,0972,South Coast Air Quality Management District,Rehrig (Exide),"4010 E. 26th Street, Vernon, CA 90058",California,Los Angeles,Vernon,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-13,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-03-31
06,037,1405,14129,2,34.0064,-118.1931,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,2,Micrograms/cubic meter (LC),No Events,45,100.0,0.0567,0.004,0.296,Y,45.0,45.0,45.0,49.5,49.0,0972,South Coast Air Quality Management District,Rehrig (Exide),"4010 E. 26th Street, Vernon, CA 90058",California,Los Angeles,Vernon,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-13,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-06-30
06,037,1405,14129,2,34.0064,-118.1931,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,3,Micrograms/cubic meter (LC),No Events,36,100.0,0.0196,0.009,0.032,Y,36.0,36.0,36.0,39.1,39.0,0972,South Coast Air Quality Management District,Rehrig (Exide),"4010 E. 26th Street, Vernon, CA 90058",California,Los Angeles,Vernon,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-13,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-09-30
06,037,1405,14129,2,34.0064,-118.1931,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,4,Micrograms/cubic meter (LC),No Events,16,100.0,0.0141,0.002,0.027,Y,16.0,16.0,16.0,17.4,17.0,0972,South Coast Air Quality Management District,Rehrig (Exide),"4010 E. 26th Street, Vernon, CA 90058",California,Los Angeles,Vernon,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-03-31,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-12-31
06,037,1405,14129,3,34.0064,-118.1931,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,1,Micrograms/cubic meter (LC),No Events,7,100.0,0.0213,0.008,0.068,N,7.0,7.0,7.0,7.8,8.0,0972,South Coast Air Quality Management District,Rehrig (Exide),"4010 E. 26th Street, Vernon, CA 90058",California,Los Angeles,Vernon,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-12,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-03-31
06,037,1405,14129,3,34.0064,-118.1931,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,2,Micrograms/cubic meter (LC),No Events,8,100.0,0.0696,0.01,0.216,N,8.0,8.0,8.0,8.8,9.0,0972,South Coast Air Quality Management District,Rehrig (Exide),"4010 E. 26th Street, Vernon, CA 90058",California,Los Angeles,Vernon,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-12,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-06-30
06,037,1405,14129,3,34.0064,-118.1931,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,3,Micrograms/cubic meter (LC),No Events,7,100.0,0.0226,0.012,0.031,N,6.0,6.0,7.0,6.5,8.0,0972,South Coast Air Quality Management District,Rehrig (Exide),"4010 E. 26th Street, Vernon, CA 90058",California,Los Angeles,Vernon,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-12,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-09-30
06,037,1405,14129,3,34.0064,-118.1931,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,4,Micrograms/cubic meter (LC),No Events,8,100.0,0.0154,0.005,0.027,N,8.0,8.0,8.0,8.7,9.0,0972,South Coast Air Quality Management District,Rehrig (Exide),"4010 E. 26th Street, Vernon, CA 90058",California,Los Angeles,Vernon,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-03-31,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-12-31
06,037,1405,14129,1,34.0064,-118.1931,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,3,Micrograms/cubic meter (LC),No Events,36,100.0,0.0214,0.008,0.045,Y,36.0,36.0,36.0,39.1,39.0,0972,South Coast Air Quality Management District,Rehrig (Exide),"4010 E. 26th Street, Vernon, CA 90058",California,Los Angeles,Vernon,31080,"Los Angeles-Long Beach-Anaheim, CA",2023-03-28,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-09-30
06,065,8001,14129,2,33.9996,-117.416,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,1,Micrograms/cubic meter (LC),No Events,15,100.0,0.0053,0.0,0.011,Y,15.0,15.0,15.0,16.7,17.0,0972,South Coast Air Quality Management District,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-30,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-03-31
06,065,8001,14129,2,33.9996,-117.416,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,2,Micrograms/cubic meter (LC),No Events,15,100.0,0.0049,0.002,0.006,Y,15.0,15.0,15.0,16.5,16.0,0972,South Coast Air Quality Management District,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-30,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-06-30
06,071,9004,14129,2,34.1067,-117.2741,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,1,Micrograms/cubic meter (LC),No Events,15,100.0,0.0045,0.0,0.006,Y,15.0,15.0,15.0,16.7,17.0,0972,South Coast Air Quality Management District,San Bernardino,"24302 4TH ST., SAN BERNARDINO, CA.",California,San Bernardino,San Bernardino,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-30,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-03-31
06,071,9004,14129,2,34.1067,-117.2741,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,2,Micrograms/cubic meter (LC),No Events,15,100.0,0.0055,0.002,0.009,Y,15.0,15.0,15.0,16.5,16.0,0972,South Coast Air Quality Management District,San Bernardino,"24302 4TH ST., SAN BERNARDINO, CA.",California,San Bernardino,San Bernardino,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-30,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-06-30
06,085,2011,14129,3,37.3298,-121.8154,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,2,Micrograms/cubic meter (LC),No Events,6,40.0,0.0535,0.035,0.076,N,6.0,6.0,15.0,6.6,7.0,0086,Bay Area Air Quality Management District,Reid Hillview Airport,"2500 Cummingham Avenue, San Jose",California,Santa Clara,San Jose,41940,"San Jose-Sunnyvale-Santa Clara, CA",2022-04-26,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-06-30
06,085,2011,14129,3,37.3298,-121.8154,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,3,Micrograms/cubic meter (LC),No Events,15,100.0,0.0421,0.018,0.071,Y,15.0,15.0,15.0,16.3,16.0,0086,Bay Area Air Quality Management District,Reid Hillview Airport,"2500 Cummingham Avenue, San Jose",California,Santa Clara,San Jose,41940,"San Jose-Sunnyvale-Santa Clara, CA",2022-04-26,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-09-30
06,085,2011,14129,3,37.3298,-121.8154,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,4,Micrograms/cubic meter (LC),No Events,15,94.0,0.0362,0.001,0.067,Y,15.0,15.0,16.0,16.3,16.0,0086,Bay Area Air Quality Management District,Reid Hillview Airport,"2500 Cummingham Avenue, San Jose",California,Santa Clara,San Jose,41940,"San Jose-Sunnyvale-Santa Clara, CA",2022-04-26,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-12-31
06,037,1403,14129,1,33.955,-118.0558,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,1,Micrograms/cubic meter (LC),No Events,13,87.0,0.0137,0.007,0.03,Y,13.0,13.0,15.0,14.4,14.0,0972,South Coast Air Quality Management District,Uddelholm (Trojan Battery),"9440 Ann Street, Santa Fe Springs, CA 90670",California,Los Angeles,Santa Fe Springs,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-30,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-03-31
06,037,1403,14129,1,33.955,-118.0558,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2021,2,Micrograms/cubic meter (LC),No Events,15,100.0,0.0111,0.005,0.021,Y,15.0,15.0,15.0,16.5,16.0,0972,South Coast Air Quality Management District,Uddelholm (Trojan Battery),"9440 Ann Street, Santa Fe Springs, CA 90670",California,Los Angeles,Santa Fe Springs,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-30,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20210101&edate=20211231&state=06,72,2021-06-30
06,073,1023,14129,1,33.1309,-117.2724,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,1,Micrograms/cubic meter (LC),No Events,16,100.0,0.014,0.003,0.045,Y,15.0,15.0,15.0,16.7,18.0,0942,San Diego County Air Pollution Control District,Palomar Airport,2192 Palomar Airport Rd.,California,San Diego,Carlsbad,41740,"San Diego-Carlsbad, CA",2022-07-12,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-03-31
06,073,1023,14129,1,33.1309,-117.2724,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,2,Micrograms/cubic meter (LC),No Events,16,100.0,0.0115,0.001,0.026,Y,15.0,15.0,15.0,16.5,18.0,0942,San Diego County Air Pollution Control District,Palomar Airport,2192 Palomar Airport Rd.,California,San Diego,Carlsbad,41740,"San Diego-Carlsbad, CA",2022-11-01,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-06-30
06,073,1023,14129,1,33.1309,-117.2724,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,3,Micrograms/cubic meter (LC),No Events,15,100.0,0.0119,0.003,0.023,Y,14.0,14.0,15.0,15.2,16.0,0942,San Diego County Air Pollution Control District,Palomar Airport,2192 Palomar Airport Rd.,California,San Diego,Carlsbad,41740,"San Diego-Carlsbad, CA",2023-02-20,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-09-30
06,073,1023,14129,2,33.1309,-117.2724,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,1,Micrograms/cubic meter (LC),No Events,14,93.0,0.0124,0.003,0.026,Y,13.0,13.0,15.0,14.4,16.0,0942,San Diego County Air Pollution Control District,Palomar Airport,2192 Palomar Airport Rd.,California,San Diego,Carlsbad,41740,"San Diego-Carlsbad, CA",2022-07-12,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-03-31
06,073,1023,14129,2,33.1309,-117.2724,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,2,Micrograms/cubic meter (LC),No Events,14,93.0,0.0127,0.001,0.028,Y,14.0,14.0,15.0,15.4,15.0,0942,San Diego County Air Pollution Control District,Palomar Airport,2192 Palomar Airport Rd.,California,San Diego,Carlsbad,41740,"San Diego-Carlsbad, CA",2022-11-01,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-06-30
06,073,1023,14129,2,33.1309,-117.2724,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,3,Micrograms/cubic meter (LC),No Events,15,100.0,0.0121,0.003,0.022,Y,15.0,15.0,15.0,16.3,16.0,0942,San Diego County Air Pollution Control District,Palomar Airport,2192 Palomar Airport Rd.,California,San Diego,Carlsbad,41740,"San Diego-Carlsbad, CA",2023-02-20,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-09-30
06,037,4004,14129,2,33.7924,-118.1753,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,1,Micrograms/cubic meter (LC),No Events,15,100.0,0.0057,0.002,0.01,Y,15.0,15.0,15.0,16.7,17.0,0972,South Coast Air Quality Management District,Long Beach (South),"1305 E. Pacific Coast Hwy., Long Beach",California,Los Angeles,Long Beach,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-09-15,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-03-31
06,037,4004,14129,2,33.7924,-118.1753,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,2,Micrograms/cubic meter (LC),No Events,5,33.0,0.0028,0.001,0.004,N,5.0,5.0,15.0,5.5,5.0,0972,South Coast Air Quality Management District,Long Beach (South),"1305 E. Pacific Coast Hwy., Long Beach",California,Los Angeles,Long Beach,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-09-15,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-06-30
06,037,1103,14129,2,34.0666,-118.2269,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,4,Micrograms/cubic meter (LC),No Events,16,100.0,0.0059,0.0,0.012,Y,16.0,16.0,16.0,17.4,17.0,0972,South Coast Air Quality Management District,Los Angeles-North Main Street,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2023-03-09,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-12-31
06,073,1023,14129,1,33.1309,-117.2724,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,4,Micrograms/cubic meter (LC),No Events,16,100.0,0.0135,0.003,0.03,Y,16.0,16.0,16.0,17.4,17.0,0942,San Diego County Air Pollution Control District,Palomar Airport,2192 Palomar Airport Rd.,California,San Diego,Carlsbad,41740,"San Diego-Carlsbad, CA",2023-05-25,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-12-31
06,073,1023,14129,2,33.1309,-117.2724,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,4,Micrograms/cubic meter (LC),No Events,15,94.0,0.0135,0.003,0.03,Y,15.0,15.0,16.0,16.3,16.0,0942,San Diego County Air Pollution Control District,Palomar Airport,2192 Palomar Airport Rd.,California,San Diego,Carlsbad,41740,"San Diego-Carlsbad, CA",2023-05-25,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-12-31
06,037,1302,14129,1,33.9014,-118.205,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,1,Micrograms/cubic meter (LC),No Events,15,100.0,0.0082,0.003,0.016,Y,15.0,15.0,15.0,16.7,17.0,0972,South Coast Air Quality Management District,Compton,700 North Bullis Road,California,Los Angeles,Compton,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-06-24,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-03-31
06,037,1302,14129,2,33.9014,-118.205,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,1,Micrograms/cubic meter (LC),No Events,14,93.0,0.0094,0.003,0.018,Y,14.0,14.0,15.0,15.6,16.0,0972,South Coast Air Quality Management District,Compton,700 North Bullis Road,California,Los Angeles,Compton,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-06-24,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-03-31
06,037,1103,14129,3,34.0666,-118.2269,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,1,Micrograms/cubic meter (LC),No Events,15,100.0,0.0076,0.003,0.014,Y,15.0,15.0,15.0,16.7,17.0,0972,South Coast Air Quality Management District,Los Angeles-North Main Street,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-06-24,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-03-31
06,037,1302,14129,1,33.9014,-118.205,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,2,Micrograms/cubic meter (LC),No Events,15,100.0,0.0038,0.002,0.01,Y,15.0,15.0,15.0,16.5,16.0,0972,South Coast Air Quality Management District,Compton,700 North Bullis Road,California,Los Angeles,Compton,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-09-15,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-06-30
06,037,1302,14129,2,33.9014,-118.205,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,2,Micrograms/cubic meter (LC),No Events,14,93.0,0.0045,0.002,0.011,Y,14.0,14.0,15.0,15.4,15.0,0972,South Coast Air Quality Management District,Compton,700 North Bullis Road,California,Los Angeles,Compton,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-09-15,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-06-30
06,037,1103,14129,3,34.0666,-118.2269,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2022,2,Micrograms/cubic meter (LC),No Events,14,93.0,0.0061,0.003,0.009,Y,14.0,14.0,15.0,15.4,15.0,0972,South Coast Air Quality Management District,Los Angeles-North Main Street,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-09-15,Success,2025-10-06T17:56:07-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20220101&edate=20221231&state=06,56,2022-06-30
